tag,zeit,verbrauch_haushalt,produktion_solar,panels_online,eigenverbrauch,einspeisung,netzbezug
2025-01-09,05:00,0.2,0.0,16,0.0,0.0,0.2
2025-01-09,06:00,1.48,0.0,16,0.0,0.0,1.48
2025-01-09,07:00,1.22,0.75,16,0.75,0.0,0.47
2025-01-09,08:00,1.27,0.24,16,0.24,0.0,1.03
2025-01-09,09:00,0.37,2.09,16,0.37,1.7199999999999998,0.0
2025-01-09,10:00,0.37,2.63,16,0.37,2.26,0.0
2025-01-09,11:00,0.54,3.03,16,0.54,2.4899999999999998,0.0
2025-01-09,12:00,1.17,1.36,16,1.17,0.19000000000000017,0.0
2025-01-09,13:00,0.59,0.56,16,0.56,0.0,0.029999999999999916
2025-01-09,14:00,0.74,5.46,16,0.74,4.72,0.0
2025-01-09,15:00,0.13,3.03,16,0.13,2.9,0.0
2025-01-09,16:00,0.9,4.38,16,0.9,3.48,0.0
2025-01-09,17:00,2.13,2.09,16,2.09,0.0,0.040000000000000036
2025-01-09,18:00,2.4,1.46,16,1.46,0.0,0.94
2025-01-09,19:00,2.2,0.75,16,0.75,0.0,1.4500000000000002
2025-01-09,20:00,1.86,0.0,16,0.0,0.0,1.86
2025-01-09,21:00,1.98,0.0,16,0.0,0.0,1.98
2025-01-09,22:00,1.16,0.0,16,0.0,0.0,1.16
2025-01-09,23:00,0.68,0.0,16,0.0,0.0,0.68
2025-01-10,00:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-10,01:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-10,02:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-10,03:00,0.14,0.0,16,0.0,0.0,0.14
2025-01-10,04:00,0.15,0.0,16,0.0,0.0,0.15
2025-01-10,05:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-10,06:00,1.79,0.0,16,0.0,0.0,1.79
2025-01-10,07:00,1.28,0.31,16,0.31,0.0,0.97
2025-01-10,08:00,1.4,1.46,16,1.4,0.06000000000000005,0.0
2025-01-10,09:00,0.26,0.87,16,0.26,0.61,0.0
2025-01-10,10:00,0.35,1.09,16,0.35,0.7400000000000001,0.0
2025-01-10,11:00,0.76,1.26,16,0.76,0.5,0.0
2025-01-10,12:00,0.35,1.36,16,0.35,1.0100000000000002,0.0
2025-01-10,13:00,0.41,3.36,16,0.41,2.9499999999999997,0.0
2025-01-10,14:00,0.39,1.36,16,0.39,0.9700000000000001,0.0
2025-01-10,15:00,0.46,1.26,16,0.46,0.8,0.0
2025-01-10,16:00,0.64,1.09,16,0.64,0.45000000000000007,0.0
2025-01-10,17:00,2.01,3.49,16,2.01,1.4800000000000004,0.0
2025-01-10,18:00,3.15,1.46,16,1.46,0.0,1.69
2025-01-10,19:00,1.8,0.7,15,0.7,0.0,1.1
2025-01-10,20:00,1.72,0.0,15,0.0,0.0,1.72
2025-01-10,21:00,2.37,0.0,16,0.0,0.0,2.37
2025-01-10,22:00,0.45,0.0,16,0.0,0.0,0.45
2025-01-10,23:00,0.72,0.0,16,0.0,0.0,0.72
2025-01-11,00:00,0.13,0.0,16,0.0,0.0,0.13
2025-01-11,01:00,0.15,0.0,16,0.0,0.0,0.15
2025-01-11,02:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-11,03:00,0.26,0.0,16,0.0,0.0,0.26
2025-01-11,04:00,0.13,0.0,16,0.0,0.0,0.13
2025-01-11,05:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-11,06:00,1.54,0.0,16,0.0,0.0,1.54
2025-01-11,07:00,1.29,0.31,16,0.31,0.0,0.98
2025-01-11,08:00,1.42,1.46,16,1.42,0.040000000000000036,0.0
2025-01-11,09:00,0.38,2.09,16,0.38,1.71,0.0
2025-01-11,10:00,0.54,2.63,16,0.54,2.09,0.0
2025-01-11,11:00,0.75,4.73,15,0.75,3.9800000000000004,0.0
2025-01-11,12:00,0.46,1.36,16,0.46,0.9000000000000001,0.0
2025-01-11,13:00,0.67,3.36,16,0.67,2.69,0.0
2025-01-11,14:00,0.47,1.36,16,0.47,0.8900000000000001,0.0
2025-01-11,15:00,0.75,0.5,16,0.5,0.0,0.25
2025-01-11,16:00,0.29,2.63,16,0.29,2.34,0.0
2025-01-11,17:00,2.32,0.87,16,0.87,0.0,1.4499999999999997
2025-01-11,18:00,1.66,0.24,16,0.24,0.0,1.42
2025-01-11,19:00,1.93,0.31,16,0.31,0.0,1.6199999999999999
2025-01-11,20:00,1.58,0.0,16,0.0,0.0,1.58
2025-01-11,21:00,1.6,0.0,16,0.0,0.0,1.6
2025-01-11,22:00,0.53,0.0,16,0.0,0.0,0.53
2025-01-11,23:00,0.66,0.0,16,0.0,0.0,0.66
2025-01-12,00:00,0.17,0.0,15,0.0,0.0,0.17
2025-01-12,01:00,0.15,0.0,16,0.0,0.0,0.15
2025-01-12,02:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-12,03:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-12,04:00,0.19,0.0,16,0.0,0.0,0.19
2025-01-12,05:00,0.2,0.0,16,0.0,0.0,0.2
2025-01-12,06:00,1.31,0.0,16,0.0,0.0,1.31
2025-01-12,07:00,1.92,0.31,16,0.31,0.0,1.6099999999999999
2025-01-12,08:00,1.71,1.46,16,1.46,0.0,0.25
2025-01-12,09:00,0.53,0.87,16,0.53,0.33999999999999997,0.0
2025-01-12,10:00,0.35,2.63,16,0.35,2.28,0.0
2025-01-12,11:00,0.82,1.18,15,0.82,0.36,0.0
2025-01-12,12:00,0.51,3.28,16,0.51,2.7699999999999996,0.0
2025-01-12,13:00,0.22,3.36,16,0.22,3.1399999999999997,0.0
2025-01-12,14:00,0.1,1.36,16,0.1,1.26,0.0
2025-01-12,15:00,0.54,5.05,16,0.54,4.51,0.0
2025-01-12,16:00,0.31,1.09,16,0.31,0.78,0.0
2025-01-12,17:00,1.91,0.87,16,0.87,0.0,1.04
2025-01-12,18:00,2.49,1.46,16,1.46,0.0,1.0300000000000002
2025-01-12,19:00,1.83,0.75,16,0.75,0.0,1.08
2025-01-12,20:00,2.4,0.0,16,0.0,0.0,2.4
2025-01-12,21:00,1.46,0.0,16,0.0,0.0,1.46
2025-01-12,22:00,0.68,0.0,16,0.0,0.0,0.68
2025-01-12,23:00,0.7,0.0,16,0.0,0.0,0.7
2025-01-13,00:00,0.19,0.0,16,0.0,0.0,0.19
2025-01-13,01:00,0.25,0.0,16,0.0,0.0,0.25
2025-01-13,02:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-13,03:00,0.2,0.0,16,0.0,0.0,0.2
2025-01-13,04:00,0.19,0.0,16,0.0,0.0,0.19
2025-01-13,05:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-13,06:00,1.91,0.0,16,0.0,0.0,1.91
2025-01-13,07:00,1.29,0.75,16,0.75,0.0,0.54
2025-01-13,08:00,1.53,0.24,16,0.24,0.0,1.29
2025-01-13,09:00,0.57,2.09,16,0.57,1.52,0.0
2025-01-13,10:00,0.68,4.38,16,0.68,3.6999999999999997,0.0
2025-01-13,11:00,0.39,1.26,16,0.39,0.87,0.0
2025-01-13,12:00,0.52,1.36,16,0.52,0.8400000000000001,0.0
2025-01-13,13:00,-0.01,3.36,16,-0.01,3.3699999999999997,0.0
2025-01-13,14:00,0.3,3.28,16,0.3,2.98,0.0
2025-01-13,15:00,0.24,1.26,16,0.24,1.02,0.0
2025-01-13,16:00,0.37,0.44,16,0.37,0.07,0.0
2025-01-13,17:00,2.6,0.87,16,0.87,0.0,1.73
2025-01-13,18:00,2.47,1.46,16,1.46,0.0,1.0100000000000002
2025-01-13,19:00,1.96,0.31,16,0.31,0.0,1.65
2025-01-13,20:00,2.17,0.0,16,0.0,0.0,2.17
2025-01-13,21:00,2.36,0.0,16,0.0,0.0,2.36
2025-01-13,22:00,0.94,0.0,16,0.0,0.0,0.94
2025-01-13,23:00,0.51,0.0,16,0.0,0.0,0.51
2025-01-14,00:00,0.21,0.0,16,0.0,0.0,0.21
2025-01-14,01:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-14,02:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-14,03:00,0.28,0.0,16,0.0,0.0,0.28
2025-01-14,04:00,0.27,0.0,16,0.0,0.0,0.27
2025-01-14,05:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-14,06:00,1.14,0.0,16,0.0,0.0,1.14
2025-01-14,07:00,1.59,1.25,16,1.25,0.0,0.3400000000000001
2025-01-14,08:00,1.5,1.46,16,1.46,0.0,0.040000000000000036
2025-01-14,09:00,0.73,0.87,16,0.73,0.14,0.0
2025-01-14,10:00,0.63,1.09,16,0.63,0.4600000000000001,0.0
2025-01-14,11:00,0.63,0.5,16,0.5,0.0,0.13
2025-01-14,12:00,0.45,5.46,16,0.45,5.01,0.0
2025-01-14,13:00,0.87,1.4,16,0.87,0.5299999999999999,0.0
2025-01-14,14:00,0.58,3.28,16,0.58,2.6999999999999997,0.0
2025-01-14,15:00,0.13,3.03,16,0.13,2.9,0.0
2025-01-14,16:00,0.39,1.09,16,0.39,0.7000000000000001,0.0
2025-01-14,17:00,1.64,0.87,16,0.87,0.0,0.7699999999999999
2025-01-14,18:00,2.01,0.61,16,0.61,0.0,1.4
2025-01-14,19:00,1.49,0.75,16,0.75,0.0,0.74
2025-01-14,20:00,1.46,0.0,16,0.0,0.0,1.46
2025-01-14,21:00,2.01,0.0,16,0.0,0.0,2.01
2025-01-14,22:00,0.57,0.0,16,0.0,0.0,0.57
2025-01-14,23:00,0.71,0.0,16,0.0,0.0,0.71
2025-01-15,00:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-15,01:00,0.15,0.0,16,0.0,0.0,0.15
2025-01-15,02:00,0.11,0.0,16,0.0,0.0,0.11
2025-01-15,03:00,0.26,0.0,16,0.0,0.0,0.26
2025-01-15,04:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-15,05:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-15,06:00,1.48,0.0,16,0.0,0.0,1.48
2025-01-15,07:00,1.55,0.75,16,0.75,0.0,0.8
2025-01-15,08:00,1.45,0.61,16,0.61,0.0,0.84
2025-01-15,09:00,0.67,0.87,16,0.67,0.19999999999999996,0.0
2025-01-15,10:00,0.8,2.63,16,0.8,1.8299999999999998,0.0
2025-01-15,11:00,0.3,1.26,16,0.3,0.96,0.0
2025-01-15,12:00,0.9,2.46,12,0.9,1.56,0.0
2025-01-15,13:00,0.09,5.6,16,0.09,5.51,0.0
2025-01-15,14:00,0.59,1.36,16,0.59,0.7700000000000001,0.0
2025-01-15,15:00,0.81,5.05,16,0.81,4.24,0.0
2025-01-15,16:00,0.66,2.63,16,0.66,1.9699999999999998,0.0
2025-01-15,17:00,2.0,3.49,16,2.0,1.4900000000000002,0.0
2025-01-15,18:00,2.59,1.46,16,1.46,0.0,1.13
2025-01-15,19:00,2.01,1.25,16,1.25,0.0,0.7599999999999998
2025-01-15,20:00,2.81,0.0,16,0.0,0.0,2.81
2025-01-15,21:00,2.04,0.0,16,0.0,0.0,2.04
2025-01-15,22:00,0.63,0.0,16,0.0,0.0,0.63
2025-01-15,23:00,0.34,0.0,16,0.0,0.0,0.34
2025-01-16,00:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-16,01:00,0.23,0.0,16,0.0,0.0,0.23
2025-01-16,02:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-16,03:00,0.22,0.0,13,0.0,0.0,0.22
2025-01-16,04:00,0.2,0.0,16,0.0,0.0,0.2
2025-01-16,05:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-16,06:00,1.77,0.0,16,0.0,0.0,1.77
2025-01-16,07:00,1.5,0.75,16,0.75,0.0,0.75
2025-01-16,08:00,1.64,1.46,16,1.46,0.0,0.17999999999999994
2025-01-16,09:00,0.86,2.09,16,0.86,1.23,0.0
2025-01-16,10:00,0.55,2.63,16,0.55,2.08,0.0
2025-01-16,11:00,0.87,1.26,16,0.87,0.39,0.0
2025-01-16,12:00,0.67,3.28,16,0.67,2.61,0.0
2025-01-16,13:00,0.69,1.4,16,0.69,0.71,0.0
2025-01-16,14:00,0.61,1.1,13,0.61,0.4900000000000001,0.0
2025-01-16,15:00,1.03,1.26,16,1.03,0.22999999999999998,0.0
2025-01-16,16:00,0.85,1.09,16,0.85,0.2400000000000001,0.0
2025-01-16,17:00,2.22,3.49,16,2.22,1.27,0.0
2025-01-16,18:00,2.56,0.61,16,0.61,0.0,1.9500000000000002
2025-01-16,19:00,1.72,0.31,16,0.31,0.0,1.41
2025-01-16,20:00,2.21,0.0,16,0.0,0.0,2.21
2025-01-16,21:00,1.92,0.0,16,0.0,0.0,1.92
2025-01-16,22:00,0.64,0.0,16,0.0,0.0,0.64
2025-01-16,23:00,0.78,0.0,16,0.0,0.0,0.78
2025-01-17,00:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-17,01:00,0.28,0.0,16,0.0,0.0,0.28
2025-01-17,02:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-17,03:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-17,04:00,0.11,0.0,16,0.0,0.0,0.11
2025-01-17,05:00,0.25,0.0,16,0.0,0.0,0.25
2025-01-17,06:00,1.52,0.0,16,0.0,0.0,1.52
2025-01-17,07:00,1.81,0.75,16,0.75,0.0,1.06
2025-01-17,08:00,1.39,1.46,16,1.39,0.07000000000000006,0.0
2025-01-17,09:00,0.46,2.09,16,0.46,1.63,0.0
2025-01-17,10:00,0.49,1.09,16,0.49,0.6000000000000001,0.0
2025-01-17,11:00,0.57,2.27,12,0.57,1.7000000000000002,0.0
2025-01-17,12:00,0.72,5.46,16,0.72,4.74,0.0
2025-01-17,13:00,0.38,1.4,16,0.38,1.02,0.0
2025-01-17,14:00,0.39,1.36,16,0.39,0.9700000000000001,0.0
2025-01-17,15:00,0.39,3.03,16,0.39,2.6399999999999997,0.0
2025-01-17,16:00,0.42,1.09,16,0.42,0.6700000000000002,0.0
2025-01-17,17:00,1.77,0.35,16,0.35,0.0,1.42
2025-01-17,18:00,0.91,1.46,16,0.91,0.5499999999999999,0.0
2025-01-17,19:00,1.78,0.75,16,0.75,0.0,1.03
2025-01-17,20:00,1.63,0.0,16,0.0,0.0,1.63
2025-01-17,21:00,2.33,0.0,13,0.0,0.0,2.33
2025-01-17,22:00,0.47,0.0,16,0.0,0.0,0.47
2025-01-17,23:00,0.69,0.0,16,0.0,0.0,0.69
2025-01-18,00:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-18,01:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-18,02:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-18,03:00,0.21,0.0,16,0.0,0.0,0.21
2025-01-18,04:00,0.28,0.0,16,0.0,0.0,0.28
2025-01-18,05:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-18,06:00,1.66,0.0,16,0.0,0.0,1.66
2025-01-18,07:00,1.56,0.75,16,0.75,0.0,0.81
2025-01-18,08:00,1.06,0.61,16,0.61,0.0,0.45000000000000007
2025-01-18,09:00,0.09,2.09,16,0.09,1.9999999999999998,0.0
2025-01-18,10:00,0.8,2.63,16,0.8,1.8299999999999998,0.0
2025-01-18,11:00,0.75,1.26,16,0.75,0.51,0.0
2025-01-18,12:00,0.61,1.1,13,0.61,0.4900000000000001,0.0
2025-01-18,13:00,0.73,1.4,16,0.73,0.6699999999999999,0.0
2025-01-18,14:00,0.23,3.28,16,0.23,3.05,0.0
2025-01-18,15:00,0.37,1.26,16,0.37,0.89,0.0
2025-01-18,16:00,0.49,0.44,16,0.44,0.0,0.04999999999999999
2025-01-18,17:00,1.87,0.87,16,0.87,0.0,1.0
2025-01-18,18:00,1.85,2.43,16,1.85,0.5800000000000001,0.0
2025-01-18,19:00,1.96,0.31,16,0.31,0.0,1.65
2025-01-18,20:00,1.77,0.0,16,0.0,0.0,1.77
2025-01-18,21:00,1.47,0.0,16,0.0,0.0,1.47
2025-01-18,22:00,0.47,0.0,16,0.0,0.0,0.47
2025-01-18,23:00,1.03,0.0,16,0.0,0.0,1.03
2025-01-19,00:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-19,01:00,0.14,0.0,16,0.0,0.0,0.14
2025-01-19,02:00,0.21,0.0,16,0.0,0.0,0.21
2025-01-19,03:00,0.19,0.0,16,0.0,0.0,0.19
2025-01-19,04:00,0.19,0.0,16,0.0,0.0,0.19
2025-01-19,05:00,0.15,0.0,16,0.0,0.0,0.15
2025-01-19,06:00,1.57,0.0,16,0.0,0.0,1.57
2025-01-19,07:00,1.92,0.12,16,0.12,0.0,1.7999999999999998
2025-01-19,08:00,1.31,0.61,16,0.61,0.0,0.7000000000000001
2025-01-19,09:00,0.78,2.09,16,0.78,1.3099999999999998,0.0
2025-01-19,10:00,0.62,1.09,16,0.62,0.4700000000000001,0.0
2025-01-19,11:00,0.21,3.03,16,0.21,2.82,0.0
2025-01-19,12:00,0.25,3.28,16,0.25,3.03,0.0
2025-01-19,13:00,0.73,3.36,16,0.73,2.63,0.0
2025-01-19,14:00,0.52,3.28,16,0.52,2.76,0.0
2025-01-19,15:00,0.71,1.26,16,0.71,0.55,0.0
2025-01-19,16:00,0.14,2.63,16,0.14,2.4899999999999998,0.0
2025-01-19,17:00,2.35,0.87,16,0.87,0.0,1.48
2025-01-19,18:00,1.94,0.61,16,0.61,0.0,1.33
2025-01-19,19:00,2.25,0.31,16,0.31,0.0,1.94
2025-01-19,20:00,2.03,0.0,16,0.0,0.0,2.03
2025-01-19,21:00,2.44,0.0,16,0.0,0.0,2.44
2025-01-19,22:00,0.77,0.0,16,0.0,0.0,0.77
2025-01-19,23:00,0.75,0.0,16,0.0,0.0,0.75
2025-01-20,00:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-20,01:00,0.13,0.0,16,0.0,0.0,0.13
2025-01-20,02:00,0.12,0.0,12,0.0,0.0,0.12
2025-01-20,03:00,0.26,0.0,16,0.0,0.0,0.26
2025-01-20,04:00,0.11,0.0,16,0.0,0.0,0.11
2025-01-20,05:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-20,06:00,1.1,0.0,16,0.0,0.0,1.1
2025-01-20,07:00,1.57,0.31,16,0.31,0.0,1.26
2025-01-20,08:00,1.93,2.43,16,1.93,0.5000000000000002,0.0
2025-01-20,09:00,0.54,2.09,16,0.54,1.5499999999999998,0.0
2025-01-20,10:00,0.25,1.97,12,0.25,1.72,0.0
2025-01-20,11:00,0.54,1.26,16,0.54,0.72,0.0
2025-01-20,12:00,0.5,3.28,16,0.5,2.78,0.0
2025-01-20,13:00,0.41,1.4,16,0.41,0.99,0.0
2025-01-20,14:00,0.42,3.28,16,0.42,2.86,0.0
2025-01-20,15:00,0.64,3.03,16,0.64,2.3899999999999997,0.0
2025-01-20,16:00,0.65,1.09,16,0.65,0.44000000000000006,0.0
2025-01-20,17:00,2.18,2.09,16,2.09,0.0,0.0900000000000003
2025-01-20,18:00,2.09,0.46,12,0.46,0.0,1.63
2025-01-20,19:00,1.7,0.31,16,0.31,0.0,1.39
2025-01-20,20:00,1.89,0.0,16,0.0,0.0,1.89
2025-01-20,21:00,1.47,0.0,16,0.0,0.0,1.47
2025-01-20,22:00,0.48,0.0,16,0.0,0.0,0.48
2025-01-20,23:00,0.86,0.0,16,0.0,0.0,0.86
2025-01-21,00:00,0.19,0.0,16,0.0,0.0,0.19
2025-01-21,01:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-21,02:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-21,03:00,0.1,0.0,16,0.0,0.0,0.1
2025-01-21,04:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-21,05:00,0.19,0.0,16,0.0,0.0,0.19
2025-01-21,06:00,1.35,0.0,16,0.0,0.0,1.35
2025-01-21,07:00,1.42,0.75,16,0.75,0.0,0.6699999999999999
2025-01-21,08:00,1.19,1.46,16,1.19,0.27,0.0
2025-01-21,09:00,0.34,3.49,16,0.34,3.1500000000000004,0.0
2025-01-21,10:00,0.62,1.09,16,0.62,0.4700000000000001,0.0
2025-01-21,11:00,0.4,1.26,16,0.4,0.86,0.0
2025-01-21,12:00,0.38,3.28,16,0.38,2.9,0.0
2025-01-21,13:00,0.23,3.36,16,0.23,3.13,0.0
2025-01-21,14:00,0.74,3.28,16,0.74,2.54,0.0
2025-01-21,15:00,0.37,1.26,16,0.37,0.89,0.0
2025-01-21,16:00,0.54,0.44,16,0.44,0.0,0.10000000000000003
2025-01-21,17:00,2.21,0.87,16,0.87,0.0,1.3399999999999999
2025-01-21,18:00,2.69,0.61,16,0.61,0.0,2.08
2025-01-21,19:00,2.14,0.31,16,0.31,0.0,1.83
2025-01-21,20:00,2.44,0.0,16,0.0,0.0,2.44
2025-01-21,21:00,2.23,0.0,16,0.0,0.0,2.23
2025-01-21,22:00,0.46,0.0,16,0.0,0.0,0.46
2025-01-21,23:00,0.54,0.0,16,0.0,0.0,0.54
2025-01-22,00:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-22,01:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-22,02:00,0.17,0.0,16,0.0,0.0,0.17
2025-01-22,03:00,0.2,0.0,16,0.0,0.0,0.2
2025-01-22,04:00,0.25,0.0,16,0.0,0.0,0.25
2025-01-22,05:00,0.14,0.0,16,0.0,0.0,0.14
2025-01-22,06:00,1.76,0.0,16,0.0,0.0,1.76
2025-01-22,07:00,1.0,0.31,16,0.31,0.0,0.69
2025-01-22,08:00,1.8,0.24,16,0.24,0.0,1.56
2025-01-22,09:00,0.27,2.09,16,0.27,1.8199999999999998,0.0
2025-01-22,10:00,0.45,1.09,16,0.45,0.6400000000000001,0.0
2025-01-22,11:00,0.7,5.05,16,0.7,4.35,0.0
2025-01-22,12:00,0.56,3.28,16,0.56,2.7199999999999998,0.0
2025-01-22,13:00,0.67,1.4,16,0.67,0.7299999999999999,0.0
2025-01-22,14:00,0.41,1.36,16,0.41,0.9500000000000002,0.0
2025-01-22,15:00,0.44,1.1,14,0.44,0.6600000000000001,0.0
2025-01-22,16:00,0.88,1.09,16,0.88,0.21000000000000008,0.0
2025-01-22,17:00,2.37,0.87,16,0.87,0.0,1.5
2025-01-22,18:00,2.0,1.46,16,1.46,0.0,0.54
2025-01-22,19:00,2.34,1.25,16,1.25,0.0,1.0899999999999999
2025-01-22,20:00,2.67,0.0,16,0.0,0.0,2.67
2025-01-22,21:00,1.53,0.0,16,0.0,0.0,1.53
2025-01-22,22:00,0.59,0.0,16,0.0,0.0,0.59
2025-01-22,23:00,0.44,0.0,16,0.0,0.0,0.44
2025-01-23,00:00,0.21,0.0,16,0.0,0.0,0.21
2025-01-23,01:00,0.23,0.0,16,0.0,0.0,0.23
2025-01-23,02:00,0.26,0.0,16,0.0,0.0,0.26
2025-01-23,03:00,0.26,0.0,16,0.0,0.0,0.26
2025-01-23,04:00,0.16,0.0,16,0.0,0.0,0.16
2025-01-23,05:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-23,06:00,1.77,0.0,16,0.0,0.0,1.77
2025-01-23,07:00,0.93,0.75,16,0.75,0.0,0.18000000000000005
2025-01-23,08:00,1.33,0.61,16,0.61,0.0,0.7200000000000001
2025-01-23,09:00,0.15,0.87,16,0.15,0.72,0.0
2025-01-23,10:00,0.88,2.63,16,0.88,1.75,0.0
2025-01-23,11:00,0.54,0.5,16,0.5,0.0,0.040000000000000036
2025-01-23,12:00,0.59,1.36,16,0.59,0.7700000000000001,0.0
2025-01-23,13:00,0.59,1.4,16,0.59,0.8099999999999999,0.0
2025-01-23,14:00,0.62,1.36,16,0.62,0.7400000000000001,0.0
2025-01-23,15:00,0.42,3.03,16,0.42,2.61,0.0
2025-01-23,16:00,0.32,2.63,16,0.32,2.31,0.0
2025-01-23,17:00,1.65,3.49,16,1.65,1.8400000000000003,0.0
2025-01-23,18:00,2.03,0.61,16,0.61,0.0,1.42
2025-01-23,19:00,2.75,0.75,16,0.75,0.0,2.0
2025-01-23,20:00,2.11,0.0,16,0.0,0.0,2.11
2025-01-23,21:00,2.65,0.0,16,0.0,0.0,2.65
2025-01-23,22:00,0.49,0.0,16,0.0,0.0,0.49
2025-01-23,23:00,0.86,0.0,16,0.0,0.0,0.86
2025-01-24,00:00,0.29,0.0,16,0.0,0.0,0.29
2025-01-24,01:00,0.2,0.0,16,0.0,0.0,0.2
2025-01-24,02:00,0.13,0.0,16,0.0,0.0,0.13
2025-01-24,03:00,0.3,0.0,16,0.0,0.0,0.3
2025-01-24,04:00,0.22,0.0,16,0.0,0.0,0.22
2025-01-24,05:00,0.24,0.0,16,0.0,0.0,0.24
2025-01-24,06:00,1.78,0.0,16,0.0,0.0,1.78
2025-01-24,07:00,1.81,0.31,16,0.31,0.0,1.5
2025-01-24,08:00,1.37,0.61,16,0.61,0.0,0.7600000000000001
2025-01-24,09:00,0.61,2.09,16,0.61,1.48,0.0
2025-01-24,10:00,0.65,0.44,16,0.44,0.0,0.21000000000000002
2025-01-24,11:00,0.62,3.03,16,0.62,2.4099999999999997,0.0
2025-01-24,12:00,0.83,3.28,16,0.83,2.4499999999999997,0.0
2025-01-24,13:00,0.51,3.36,16,0.51,2.8499999999999996,0.0
2025-01-24,14:00,0.48,1.36,16,0.48,0.8800000000000001,0.0
2025-01-24,15:00,0.43,3.03,16,0.43,2.5999999999999996,0.0
2025-01-24,16:00,0.49,1.09,16,0.49,0.6000000000000001,0.0
2025-01-24,17:00,2.48,0.87,16,0.87,0.0,1.6099999999999999
2025-01-24,18:00,1.97,1.46,16,1.46,0.0,0.51
2025-01-24,19:00,1.91,0.12,16,0.12,0.0,1.79
2025-01-24,20:00,2.1,0.0,16,0.0,0.0,2.1
2025-01-24,21:00,2.02,0.0,16,0.0,0.0,2.02
2025-01-24,22:00,0.8,0.0,16,0.0,0.0,0.8
2025-01-24,23:00,0.31,0.0,16,0.0,0.0,0.31
2025-01-25,00:00,0.18,0.0,16,0.0,0.0,0.18
2025-01-25,01:00,0.23,0.0,16,0.0,0.0,0.23
2025-01-25,02:00,0.14,0.0,16,0.0,0.0,0.14
2025-01-25,03:00,0.21,0.0,16,0.0,0.0,0.21
2025-01-25,04:00,0.21,0.0,16,0.0,0.0,0.21
2025-01-25,05:00,0.14,0.0,16,0.0,0.0,0.14
2025-01-25,06:00,1.64,0.0,16,0.0,0.0,1.64
2025-01-25,07:00,1.71,0.31,16,0.31,0.0,1.4
2025-01-25,08:00,1.3,0.24,16,0.24,0.0,1.06
2025-01-25,09:00,0.54,3.49,16,0.54,2.95,0.0
2025-01-25,10:00,0.32,1.09,16,0.32,0.77,0.0
2025-01-25,11:00,0.64,0.5,16,0.5,0.0,0.14
2025-01-25,12:00,0.2,2.87,14,0.2,2.67,0.0
2025-01-25,13:00,0.68,1.4,16,0.68,0.7199999999999999,0.0
2025-01-25,14:00,0.31,1.36,16,0.31,1.05,0.0
2025-01-25,15:00,0.63,1.26,16,0.63,0.63,0.0
2025-01-25,16:00,0.36,2.63,16,0.36,2.27,0.0
2025-01-25,17:00,1.1,2.09,16,1.1,0.9899999999999998,0.0
2025-01-25,18:00,0.99,1.46,16,0.99,0.47,0.0
2025-01-25,19:00,1.39,0.75,16,0.75,0.0,0.6399999999999999
2025-01-25,20:00,1.8,0.0,16,0.0,0.0,1.8
2025-01-25,21:00,2.32,0.0,16,0.0,0.0,2.32
2025-01-25,22:00,0.61,0.0,16,0.0,0.0,0.61
2025-01-25,23:00,0.36,0.0,16,0.0,0.0,0.36
2025-01-26,00:00,0.09,0.0,16,0.0,0.0,0.09
2025-01-26,01:00,0.17,0.0,16,0.0,0.0,0.17
2025-01-26,02:00,0.12,0.0,16,0.0,0.0,0.12
2025-01-26,03:00,0.24,0.0,16,0.0,0.0,0.24
